tweet,label
rt libradtf 8220baeelectronica bitch bye 128514 rt wearexci dawg look at this shit 8221 128514128514128514128557999665039,1
my nigga is a bad ass bitch forreal forreal 128514128151128139,1
rt spongebobmemory the sash ringingthe trash singingmash flingingthe flash stringingringingthe hash slinging slasher http8230,2
yankees i am not complaining about the royals win or lose game7 they showed heart al ride or die no flex zone they earned it,2
ncrusade godmaniac come wage with us fag,0
alexschnider niiice my nigga schinder pullin hoes,1
offensive line is trash,2
kitlange stop oppressing me have you heard of free speech stop shoving your lifestyle down my throat 1st amendment tcot teabaggers,0
deedee patrick ed sheen timmys dad beavis  butthead peter griffin this is just a list of some mentally retarded cartoon characters,0
trix2343 i have something that you do not bitch always remember that,1
rt queenhoneyc all you hoes is still gon be hoes tomorrow,1
gethenian ffffffffffffuck baratheon rebellions are a bitch,1
omg rt beigegawdd nothing in life has made me softer than fuck me with your nigger dick,1
rt buckm00se wildblood817 i seen what you look like not impresseddont talk shit you dirt looking bitch,1
rt getitmarmar if i hit you wit that shottie bitch i bet ya body flip  128299128165128165128165,1
rt politeasshole 1 a real nigga would never be hurt and crying over pussy they did not get for two years what kinda gay shit is that,1
kiefferjason u going to get dropped bitch im a fucking nigga who got a fucking dick,1
i hate when a bitch got fucked up teeth and she trynna smile in her pictures tf lmfao,1
renaissancejay pussy,1
this bitch gone ask is we closed 128530i said naw we just am not pay the lightbill this month yea bitch we closed get tf out,1
lowkey got a fan of my hoop skills at lbcc aha he my niggah now lol,1
8220eternalhbic 8220halfjewish stills get no pussy 8221 he is jus being rational8221 a fag,1
a week till im out this bitch thank god,1
8220mstew4 whatevaittakes lol the bitch not responding8221lol it is cool imma get one i jus trusted that more,1
i cannot ever eat roast beef anymore without thinkin bout dark skin twat thanks a lot twitterig,1
at the bar in downey wit my uncle this niggah faded hopefully he doesnt get us into a fight laughing my ass off,1
rt yankees recap in epic storybook ending derek jeter closes his last game in bronx with a walkoff  ,2
surprise surprise tsa trashes brandon darbys border patrol sources ,2
every nigga tryna fuck the next nigga bitch but not knowing his bitch is the next nigga bitch,1
rt shelbymccurry i will purposely read your message just so you know i read it and didn8217t reply i can be a bitch like that sorrynot sorry,1
the jig,2
rt nuteila wtf ling ling did you at least calculate the circumference when you threw that ass in a circle ,1
stephyrae7 faggot,0
more disability bigotry from the left rt icampintense aaronworthing carolcnn cnn how can you defend palin and her retards,1
rt blackjeezuss when someone drops their trash mixtape in my dms ,2
the craziest hos for no reason on tv hands down are teirra marie however ghetto way she spell it and siahs cute ass girl,1
i do not need no savin i need to get fucking high and get some pussy,1
niccas get a few dollars and start playing these roles tryna shit on yo niccas instead of playing these hoes 128530128530,1
8220daaamian69 8220tankgonzalez stop being such a bitch82218221,1
i really am always there for my bitches and they know that 128175,1
slut whore hoe,1
fallenloki notoriousbm95 buckm00se lmfaooo how many returns has this faggot gotten,1
the bengals have been trash for like 5 weeks it seems,2
the rich kids of beverly hills is trash and not even entertaining trash and why do they all look mid thirties,0
milesthompson goauche wetback ca ,0
rt thinklikerandy when you have got 5 or 6 hoes every one of them sees her man as godthat is why you do not have sex with them very often 8230,1
sbpart01 melodybrooke11 fuzzy dice might be the nicest thing you could put in your car lol 127922127922,2
load this bitch up with kool aid,1
you all bitches wanna be so different and you all really so basic128553128553128553,1
rt lonelydad and if you am not a ho get up out my trap house,1
anony386 turntolive tweenki they are wrong you are a nigger always causung mischief among ur own people,0
i have to hide these bitches or my sister gets them and eats all of them 128520,1
rt gezzy504 niggas do not mind sharing hoes,1
i would never hit a woman but i would slap a hoe,1
kae  chris coming for yall bitches as a couple 1008465039128076,1
well thank goodness i got other musicians that are not bitches like tamparick for example,1
text ya bitch like ya man suck meet me at da birkin store tell em get his bands up 128527,1
niggas be so dehydrated if i wanted my pussy ate everyday for the rest of this year it would happen,1
rt katelynbarnes3 working out with the hoes savanaharanda annacoman2,1
wodaeeex3 lol duhh but ima get my neck tomorrow so dont be mad hoe,1
rt kfromtheg lol robbing am not the word isellpussy4ebt damn you was robbing them bitches pebbles2day,1
her excuse is when i die u can have all my gold i do not even like yellow gold anymore i gave her all of mine,2
rt georgekelleyjr if ur 20 and still need ur parents permission to do stuff ur a little bitch growup,1
callmerenee bitch u 1,1
rt clutchlikemj tennessee is not even orange it is like vitamin pee yellow 128553128514128514128514,2
bitches talk hoes talk even more,1
rt fleebiscuit she is a sapiosexual i had a jimmy neutron brain blast showed her i am an intellectual and put the pussy on the chainwax,1
rt gatordwqam everytime i see nelson agholor make a play i want to puke kid should have been a gator thanks charlie cheeseburger,2
rt robisrandomaf6 tyrese a baby back bitch hope they kill him before black history month amcwalkingdead,1
rt itssylviaplath i wanted change and excitement and to shoot off in all directions myself like the colored arrows from a fourth of july8230,2
rt bitchbeeasy niggas w bitch tendencies,1
rt jillxoxo12 anxiety is such a cunt,1
this no beef thing is for the birds,2
honeysuckletav well he canonically plays the troll equivalent of pokemon throws the new fairy type at him,2
joes parties got hoes but it is always hot as hell,1
8220candacevon niggas talk more then bitches these days 1285308221 facts,1
i ignore birds,2
so i made hey as a short cut for pussy lips in anns phone ,1
still got a hoes tho,1
your bitch playing games i may be the joystick,1
same people bitchin about jetpacks and shit in aw are counting down the days until it comes out buncha fags,1
rt burnettdainah california chrome bitches,1
baaaabyshaaaay ununnnn what plans text me niggah,1
rt youlovelena 8220rolltide916 wtf rt ambitiousrome 128553128552128552 8220sharae he peed on this bitch 82218221 i will cut his shit,1
rt asspicsandvines when you rubbing on her booty then start playing with her pussy with ya thumb128523  ,1
allisonnamaya what should i name my cat ideas mr pussy,1
virgin pussy     regular pussy      oomf pussy ,1
tweetlikelexi nah we not gonna sit down we gonna walk it out bitch,1
see you fags in 8 hours,1
nope it is just yellow otl,2
i do not want no philly disease lol thot bitch,1
seen it all before  bitch got a man but she scheming on the low 128564,1
hayfever is a cunt,1
i slept good thenna bitch tho,1
rt gettemmjay so before you wear a thong get yo pussy in check,1
rt rihanna lifes a bitch but that is the only love i know,1
when this test is over today i am making a pan of brownies i am going to lay in bed all day  eat them until my heart is content 128524,2
bitchsides you are a bitch ihy,1
rt theyloveblaq joseline did not sneak athea  if a bitch you dont like coming at you like that  you still sit yo ass onnat couch thats8230,1
yaz bitch yaz ,1
u hoes hawkin in rittas today am not you all,1
here we go this fat bitch started talking and now will never stop,1
why will not we run the ball our offensive coordinator is retarded,2
aj0427 ashactually hey i do not always go there sometimes these three crazy bitches and one suave mfer trick me into going with them,1
"vivaalakatyy 128514128514128514128514128514 oh my gosh why are so so cute
fa la la la la la la la la bitch 128536",1
i talk to these bitches like i really do care,1
rt yungfree504 mannn let bosh hoe ass hit that 3,1
rt lnmyopinion the nicer you are the easier you are hurt so just be a bitch,1
shawnharvey0 i am finna get my leg dne  my hands catch up hoe,1
the gullible ones do rt reaganchanel so people go to college with intentions of being a hoe k,1
8220thesportsdiva23 adam jones homers yankees now lead 538221guy is a monsta,2
rt priyaohol in hopes of recruiting more women isis opens jihadi finishing school  aekulze vocativ 8230,2
i am not going to movies hoe we straight sexing,1
juicemanltf shut up pussy,1
n i am so tired of hearing he would not do it for u  ol bitch he would not have too my people dont play on my end,1
godlovesbiebs go pray in a church or something fag no one cares about your religious bullshit,0
"nyrkelsmads pucksk8r 
ware da colored elite meet to eat",1
dxum7 jordans are trash,2
stupid bitch,1
rt atlienz404 why did you give birth to me you bitch ,1
bitches corny af you claim to be happy but cry everyday ooh iight where they do that hmmmm,1
grizzboadams wyattnuckels haha you playin nigga i fuck bitches make money and smoke that straight og kush,1
rt milesfan79 realest tweet i seen today rt soopsoo 8230 dyke bitches are rehab for hoesand once im healedback to the dick i go,0
lets finish strong yankees,2
brierealex bout time bitch,1
not that i plan on dying soon but i am totally going to write kenobi in as my sole heir he is the only thing locally under 94 i can trust,2
rt bansky lebron does not turn 30 til december he made 5 trips faster than kobe shaq mike or bird he will be back yal act like hes retirin8230,2
rt nochillscottyd you all fat bitches with small titties look like teddy grahams,1
i just read prolly 11 tweets from 11 different girls about how their looong relationship ended today daaaamn yo hoe will get slayed,1
if someone pushes you too hard today they may be surprised ho more for capricorn ,2
pussys only pussy an i get it when i need it,1
happy bday ya bitch you maffue,1
yost on portsmouth this is the biggest white trash county in the nation yostknowsmost idowntown,0
adorianloveee man fuck this bitch ,1
biackiechan theuncurvable tonedagawd curtdatnigga lmfaoooo that is some fag shit man,1
luda said that his bitch bad well mine looks better in any weather lol,1
rt thethrillx3 sarah burkes pussy b like ,1
oooow that bitch lace front is lace fucked,1
lebronvuitton ha she got them bitches worked on,1
8220woochamberlain i just made that interview my bitch 1285268221finessed it huh lol,1
without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job keep on hoeing,1
rt heyzeus666 i think most men cheat because they are addicted to that new pussy smell,1
is it ghetto to grease yo scalp at work,2
theonemissluu no he is an asshole  is like i have neck problems  cannot sleep that way 128544 u lil bitch,1
clicquotsuave the new nip dropped today rii,2
time to stunt on these hoes 128120128536,1
glodupshawdy manonthemoon tonydennis lilthickgawdess childishcudl ninathegoat yungrape basic bitch comeback expected,1
imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl do not got time for the bs frfr,1
starkfreeordie honestly that is where i am the most retarded and is why stuck as artist hoping for a fair dealermanager situation,2
allergies have my eyes all red and chink eyed i look like i am stoned,1
rt tiderecruits101 it is ok to trash talkbut i have not seen any bama fans wishing harm or injury towards lsu players,2
from jihadi streams rutba anbar province iraq ,2
you are standing on a slippery slope where it is all too easy to more for libra ,2
that1guyjeff fuck them bitches i hope navy beat em this week thejournalist44 trail,1
chanelisabeth fuck yo bitch ass then,1
these fat hoes think they slick posting neck up pics and shit,1
ha yous a lonely hoe,1
step up all in was so horrible that bitch went straight to dvd 128514128514128514,1
it is campaignseason bitch mikeofdoom ,1
inthekcmix the last planet of the apes with my kids it is been a minute,2
lybr3 and yesthat was very ghetto and condescending especially after her miserably failed crappy school lunch initiative the hypocrite,1
oskzilla fuck you niggah you gay lol,0
ojvrdy i have that bitch bloked laughing my ass off,1
brenddan wow are you comin back up here 128514128514128514128514 they some bitch niggas,0
"8220dominiquecs thompsonera hahaha she to much of a thottie for you8221

never fear captain saveathot is here to save that hoe 128526",1
rt feelinyurthroat do not watch me you beta watch your bitch nigga,0
delaneyguinan you did a good job doing that to me and not texting back faggot,0
alexissert leave dyke,0
rt shoulderleen 8220intentions new york bitches be like thatnycshit bitchesbelike newyorkgirlsbelike hoodbitches lmfaoo128514128514 128514 https8230,1
rt woodpusha this bitch tried to give my dick a hickey,1
tristine214 i tried one of them pom pomegranate juices n i swear it tasted like flavored pissdont ask lol,1
"rt hotmessundergrd things to remember
sometimes being a bitch is necessary
stick to your guns
impromptu solo dance parties are good fo8230",1
8220basedchasen chad jordan in this bitch8221 i am crying,1
barackobama michelleobama omfg you elitist bitch no one cares what you think go fuck yourselves are you in china anyway,1
i am not the brightest but i can guess her game a lil and i know how much of attention whores those bitches are,1
i want some monkey bread 128553128588,2
this girl legit looks like a pig kiss imik you bitch,1
rt willywelfare its so damn hot in this bitch,1
i got a measly 506 followers on instagram that is probably why these bitches am not takin me serious,1
i was with a bitch with a mustash for a year and a half wtf is wrong itch me,1
my hair is one of a kind so dont ever fix your mouth to say our hair is alike cause guess what hoe it aint,1
rt sammylightning phil simms is a pussy tnasty4teen,1
rt yennnonay now a days bitches will beef with you over something that has nothing to do with them 128514128514128514128514128128 bitch yo ugly ass was not a factor a8230,1
8220nogovy smh bitches are such haters  how dare they do this to her blackgirls jealousy 8221 yooo loool,1
rt 1deepwilliard 1017sqquad come out her pussy and go in her ass come out her ass and go in her mouth that way she will not tell nobod8230,1
i need a girl from jamaica i cannot fuck with these basic black bitches,1
obamac0re i do not like it peaceful that is boring i like fighting i come from the ghetto do u remember that it is p impossible for me not to,2
kingxxlopez roberts is a fuckin fag128514 smack the shit outta him,0
rt badunching this bitch ,1
128539128120 you have been a good as friend to me  glad i got your honkie ass let us fuck shit up this year,1
rt natalievasquez fucking hate ignorant ass bitches,1
rt psqloadupp i never met a faithfull bitch,1
the only part of the awards that i liked was the dykes part of the cypher  the old skool female mcs,1
can you catch a box hoe ,1
rt buckymontana if this was high school er body catch as hoe laughing my ass off 128557128514128514128514 ,1
rt prettyflyyhippy if you can stick one finger in your pussy and feel all 4 walls  your still tight 128076,1
"thenewsat newsatquestions
yeah bitch yeah bitch call me 
a maybe
b steveo
c later
d jesse pinkman
machinegunkelly",1
theonemissluu but if we loved again i swear i would love you right btw bitch you better not be googling these lyrics mine is from the love,1
freeyungnwild where is ours at nigguh ,1
braveconwarrior she is a bitch  this mess is all bos fault all of it,1
batter the wee cunt jewis y cos he fucked my ex emma isnt battering the girls i have nailedive moved onstop being a pussy n do it urself,1
bitches talmbout they limber got these bitches in limbo,1
richbummitch say how you do that i got this lil bitch who am not getting the memo,1
some of these sex gifs are fucking retarded,1
quan and dino rt them faggot ass niggas aight man,1
rt liddoprincess call it insecure if u want but fuck no my man does not need to be friendly or have bitches as friends these hoes ain8230,1
you all bitches want a good dude but cannot be real at all then want to blame them for their reaction to your bullshit grow the fuck up,1
kingulyssesiv truebake psh if a sexy bitch gotta sexy voice she can easily get shit goin,1
rt marywcvb still waiting for charlie baker to take the stage in swampscott wcvb ,2
" rhythmixx hobbies include fighting mariam

bitch",1
sweetlou462 lol have fun 128516 i have not been to a race since hs charlotte crazy redneck times lol,2
i hate all these industry fags i hope they all get the nigerian summer flu,0
justezzzee your so fucking ignorant u talk a lot shit for someone who do not wanna fight your mama raised u as bitch huh,1
shesleslee you sure    and laughing my ass off pussy,1
rt zachpiecowiak eddiesativa87 you are a fucking queer,0
twitter watching bitches,1
zwaaad fag,0
my hoes trippin lol,1
when they bitch about carbon emissions tell them to stop breathing because exhaling adds carbon dioxide to the atmosphere,1
the way hawk girl did green lantern is why i do not trust these hoes nope,1
kim kardashian look like a tranny with all that surgery,0
rt otunj dance monkey dance,2
whits20 ajalapilgrim yankee 128530,2
you know these hoes wishy washy,1
rt shedreamsthed do not ever be ashamed of who you are unless you a hoe,1
rt dathighyellaguy dem hoes who swear their pussy priceless but u sell ass all day 128533,1
only tweet me if that pussy got superpowers,1
rt kiarithestone niggas can do slope intercept form equations but cant make scrambled fuckin eggs thats a lil backwards,1
"guess i will have to add robin williams right next to charlie chaplin
now adam sandler remains my only favorite comedian left",2
bum bitch will not even my type,1
like literally after i am done texting someone when i do not text back i slide the bitch to the left  i would win that money,1
rt prettytreazure detroitplayer 1stnamebravo hey do not call him a bitch 128074,1
 you niggahs actin like hoes  i can sale those  104120410412041041636,1
rt milesss like if you are a bitch own it and be a bitch but just cuz you got some flower emojis in some tweets does not mean you are som8230,1
quan1t0 61 of welfaregovernment aid is claimed by white people so you all black slander is trash now,2
ha dat bitch in jail,1
stevedischiavi thanks walking dead bro steve for mendusmc come on you sonnbitches you want to live forever dog,1
rt tonktrippin if you cannot do or say certain shit in front of yo bitch then do not do it,1
smlbound cracker jack work cdc  did ya think of checking the plane full of people,2
pyroballypoops 61 bitch dont hate,1
rt lildurk i hate a bitch that think they crazy 128514128514128514128514,1
everybodyhatesv i read a black man tweet hot sauce is trash  watermelon is overrated i cannot deal,2
wow no yellow yet  pagenaud and marco screwed maybe no yellow coming,2
my nigga calls fat bitches 8221 porkers8221 laughing my ass off,1
 you dodge a bullet  128517 8220darealkha all da bitches i cut off pregnant or bound to be thank god 1285918221,1
rt michael4h2o an ohio inmate sums up what lebronjames return means for cleveland   leb8230,2
kodymark1 hahahh thank you fag boy represent,1
when you tell a dark skin bitch to send you some sexy shit ,1
i cannot watch charlie st cloud because i cry like a little baby every single time 128557128557128557128557,2
rt ryancommakerry i think it is time to bring out the drunken monkey,2
8220chrisbrown these hoes am not loyal i would know cause i am a hoe but my fans damn sure are8221  real,1
128563128563128563 rt winterlove 8220thisisyoungdj every girl got a wcw and fake gay til it is time to eat sum pussy but i am 1285648221 not me 128523 lol,1
trust me seattle we give thanksgiving it is due a huge flightless bird dream come true for european bird eaters,2
rt slikhawk that is who dumb bitch gohawks ,1
the world is yours n every bitch in it,1
that is not a duck face that is the result of me walking into a pole once while i was tweeting that you are a retard,1
in other news my eyelid is still spasming putting on mascara today was a bitch wtf,1
xavier a hoe he never lookin out,1
zitlalyl you will and he is gonna get all dem bitches 128513,1
ayee hoe,1
a bitch cannot resist a nugga with a fresh cut shit i can hardly resist myself when j get one 128514,1
128073 rt wsbg i would rather be called nigger than a uncle tom or a mark,1
them brownies tho 128524128076,2
yeridzee bitches better watch out because we are running the tables tonight 128521127867127866128588,1
i did not even get to see my baby today smh it is all my moms fault selfish bitch,1
kincade00 nigga madison playing some bitch ass white boys that is going to harvard on law scholarship play crazy,1
in reality lame niggas and corny niggas get bitches bc it is sooo many of dem niggas nbs lol,1
rt ih8tvvitterhoes kim k got bitches thinkin being a hoe is a career with health care benefits,1
my son is 9 and still has issues tying his shoes because he is barefoot all the time in case you wanted to know my hillbilly status,2
yo bitch look like a boogawolf,1
as if it wasnt gon get bacc to me 128514128557 bitch your outta your fuccing mind,1
dignifiedpurity laughing my ass offoo  black fag why did i misread that i am blocking you,1
the dean a hoe how she fucked home and his bro,1
rt goonstxt only retards and dads roll lawful good,2
omgitstamz this ho korina is craycray,1
8220annijohnesce 100046729 grow up bitch 1285141285141285141285148221 128514128514128514128128 they was cute 128514128514128514128514128514128514,1
empresstata aww man we had a ball small lil affair set that bitch out,1
then bitches gon fuck just because money long ,1
rt wheeltod if life hands you a hot potato try throwing it at two birds,2
edgarguillenjr imthatsubieguy blakeanderson21 joshhandsomee87 you am not 6 feet under its not over pussy,1
rt realistillest 8220187xo before i run from a niggah i will lose the fight8221,1
if train officers that are wearing body armor stand back to watch the smoke clear why does every gun ho wanna be ,2
word to my bird ,2
rt treyjohnican possum a hoe ,1
altosteel115  woof woof sexy thug boy scally,1
really bitch,1
pedro is a little bitch cause he never dm me,1
rt amgllcceo social network got bitches heads like 128553 ,1
alaquannd what you laughing at hoe,1
i knew a new orleans nig would say something crazy lol,1
savannahx negative slopes aka a chart of my grades in math,2
these la bitches thirsty for a hit single,1
my bestfriend is the biggest bitch i know that is why we are best friends lol,1
8220alanaaaxp some of yall hoes nasty yall find out yall sharing or shared dick with a dirty ass female and still fuck the nigga 1285678221,1
8220djzeeti rt djzeeti black bitches turn 60 buy a hat and act like jesus forgot they was fucking niggas in the park8221 loooool,1
my oriental gallery blog the new land of free enterprise ,2
8220fliirtnextdoor if yo pussy stank  u was not raised correctly8221laughing my ass off,1
rt hmianturner so yeah tronkitty is the fucking best and i would really hate living if i did not know her my bad bitch appreciation pos8230,1
rt vonta624 ondatothershit kudabrazyy when bout 5 bitches got together and thought of a reason to make they boyfriend claim them,1
lodycash dry pussy bitches always blame it on the condom128514128079128514128079128514,1
indigenouspeoplesday right because these redskins had a lot of queens right nomg sofunny,2
tayscalf if you am not with someone you can still sleep around be a hoe and not the cheatin,1
jus need my nig mack wilds to winfk the award tho,1
rt maxicat charlie rangel rewrites history on gop 8220they think they won the civil war8221 ,2
when my right hand get out niggas gon remember why we tru loyal pussy,1
8220eminoelle why you let these hoes tear what we had right apart8221,1
you bitches wearing leggings everyday are sick i know you all wore the same pair 3 days in a row you cannot fool me,1
serious question here how many country songs mention honkey tonks,2
nigga gotta find them hoes quick,1
god bless the dumb and retarded,1
rt theonlyreed my daughter hate the freddy krueger mask i got at the crib wheneva she act up i put that bitch on for the nite,1
the redskins should change their name to the injuns,2
notsosweetpea soo when we hanging out and makin brownies,2
so much for ucla being the team to beat they are trash,2
des popcorn hoes be in da way all the time mannn ,1
niggas at the march looking for hoes  they out there too i am sure of it,1
i think i found a normal roommate again praise be to jesus these current ones are about to get their throats slit in their sleep,2
pharary04 stop being a bitch and speaking on my name little girl  thank you,1
bolanddrummer i have never once in my life been to a coffee shop like starbucks i am a hick though,2
walking down the st and this girl with a guy past me and the girl says i am bout to turn dyke for her ctfuu classic,1
ga charlie charlie4927 sholzbee doristafoya1 catlmbo jagauress walterlars lynnemrnp amymek justinawe,2
i should have fought you when i was over there if only i was myself and i have not popped that talking about u only need two hits bitch please,1
my nephew keeps tryna kiss me and i am like bitch you got zero followers dismiss yourself,1
rt prophzilla stonernan vigxrarts bewbzy yea m8 fire crotch igniting your sisters pussy since 06,1
rt karlenaskiff could never date someone with yellow teeth128567,2
leave it 2 teabaggers 2 whine about infrastructure when they r the ones who will not pay for it waiting on god to fix it morningjoe,2
128557 rt reddaddy17 but wait if he got a ole lady and still quenching yo girl is he a unfaithful water fountain for hoes,1
i should probs shave my spic stash soon its kinda getting out of hand,1
soft niccas usually send the hate thru the bitches jealous instagram niccas hatin on ya pictures  therealkiss,1
what a pussy so you can subtweet about me then unfollow but cannot even reply and try to understand my point yeah and i am the idiot,1
rt wayneljr laughing my ass offoooooo rt takemyadvicee what dum bitch made this ,1
squeezemebaby do not tell the dumb hoes that,1
rt makenziesmask yo bitch what cho name bitch i wanna fuck ya bitch jacey the things she says to me doe 0utcast bff baby 8230,1
rt thedillon1 you all not gonna trash spirit airlines i travel with them all the time they even let me fly the plane 4 times they do not mi8230,2
128557128557128557128530 rt kinghov1313 at work imma real uncle tom128584,2
tick tack toe linin up yo hoe,1
rt jimnorton sterling is a cunt my point is simply until everyone has privately taped conversations released shut the fuck up,1
say what ya want but if i am single and i have the opportunity to have a dick in my ass and pussy at the same time i ama take it,1
fuck ya feelings am not no sorries bitch,1
naked bitches give me bubble baths,1
rt jasmineegamboa hoes will be hoes ,0
xnikiaaa 128557128514 boa i am trying see if that bitch was going or not  me  vick stay agru about he do not get hoes128514,1
rt jeremyplatt yah she was a hoe,1
vodkapapixo alot of these bitches themselves aint shit eitherbirds of a feather flock together,1
bjohnson613 this is why i follow and love you bill i may bitch at you but i will never quit you,1
rt cashoutmolly bitches is stupid  they get cheated on by they man and wanna go fight the girl  no bitch leave that nigga and move on 8230,1
rt runeshashamia drunk inlove with my gun bae bitch beyonc233 128520128527,1
tryna get grey to call off work but he is being a bitch lol,1
dresnipes therealhop laughing my ass off them bitches was the truth,1
8220jjusmaxx thot bitches wanna be wined  dined like a wife but do not know how to earn it 1285648221,1
rt vrtwxrkflash mac 10 lay on the floor like a matress yungchipotle young based god came straight for the bitches,1
jihadi streams british isis fighter identified as abu abdurahman al britani killed in action ,2
meek do some nut shit one time he a bitch i guess you all forgot all the hoe shit wale did on twitter oh ok 974965039128056,1
dgotbricks what happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch,1
"started wit hanna montana hoes
 now im fuckin all of nick cannon hoes",1
rt rollypolly1x this bitch quit after an hour of working here wtf 128514,1
i love fat bitches,1
rt inkoverhoes ugly bitches like to argue a lot,1
rt zakkmcdaniel you need to at least not be a bitch 127 to date me,1
rt toryrvgxr i be in yo bitch pussy like ,1
if u a bitch an i hadddd u i wouldnt give a fuck if chris brown bagged u bitch i had u already lol,1
rt woridstarhlphop every time bobby bitch comes on ,1
fuck all that talking bitch y u got my name in to mouth,1
fuk wit a real nicca,0
i beat the pussy up yg,1
rt djcellophane oomf pussy probably taste like the krabby patty secret formula,1
drunkatchurch mzyummydread slide up on a bad bitchdat bitch look good,1
pravikingdino you like men faggot,1
commentators bitch at bird for sliding but 2 port guys do it to buddy and it is buddys fault,1
you a hoe if you take a taxi to the club,1
me gusta pollo so espa241ol that lol 127831,2
teeenytori blzznts pouyalilpou put your tits away you ginger arnt u like 7 is not it past you bed time fuck off bitch,1
just sayin what up hoe rt pufntrees 202sole fuck i do to u bitch,1
"kenlypls skeetworld iacceptnudes wrong skiny girls are for guys that want hot sex that looks good too
every fat bitch knows that",1
do you really believe people evolved from apes 8212 not really i am quiet convinced with the evolution of man but  ,2
that mocha colored chick doe think i fell in love128525128525128525,2
i know some ratchet bitches and they rep the north side,1
theonlyreed you a hoe ass savage this shit brings up memories so cook on my g,1
faggots killed jesuschrist hello but whatever go ahead gaymarriage yourself into pharaohs pockets,1
hahahaha i am so happy that bitch just spilt all her coffee everywhere,1
i ran out 128553 rt sadonnarae this hoe just texted me asking to borrow a roll of tissue until tomorrow 128555128555128557128557128557,1
all the bad bitches think they ugly and all the roach bitches think they bad,1
rt kap12284 week from thursday might be the last yankees game to look forward to in a while if nothing else jeter deserves that night 8230,2
omer asik so trash on the offensive side of the floor dude real life murky doo doo water,2
rt fuckboylog i bet i hit that bitch like a game winner,1
nothing good on tv and the yankees are eating their balls 3 innings in great,2
fabianmleal bitch lol,1
rt whoapollo wcw goes out to all the women with their shit together because these pretty bitches get way too much credit for being cute w8230,1
ariennajanee thats why youz a yellow bone 128155128155,2
eff it let us go after the cripple ,1
you know you married a hoe ass bitch when she let the nigga come over and let the nigga take ya porn dvds,1
serious question what do white boys pull up on bitches bumpin,1
bruh laughing my ass offo 8220nobeeetch them hoes was nasty but i kept eating them roblockk what the fuck happened to these 8221,1
eating pussy is fun,1
hate when i am in a girl city call her then she call back after i am on the plane bitch foh,1
person my new years resolution is to not be a jackass to everyone me yeah and i am going to buy a ps3 i am not retarded,1
a bitch in my math class right now is actually eating just straight up nutella 128563wereyouraisedinabarn,1
kayliefarmer bbluedreamm no but if you dare i will slay your ass you fruity quaffing tranny,1
yaya ho cute avi tho rt vivalaari i had no idea she was sleep 128553,2
i like being teased dont give me the pussy too fast,1
ashlynohma wtf i dmd you bitch,1
hoes need to stay in hoes place fr,1
richhomielexx tryanna explain sumn to des young boys out here now daysthey do not know wat a true pimp is i be pimpin des hoes moma lmfaoo,1
this bitch done blew my high,1
blakeanderson21 joclark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,2
d41395 cuz i was gunna smoke u out today u a bitch tho,1
rt shadonhendrix same hoes running back tellin you shit about me be the same hoes trynna fuck you same niggas tellin u shit be the mayne8230,1
8220ashleyj12 shout out to my momma cuz she did not raise no hoe 1280761280791285888221,1
don07052 had da bitches rockin in da club wit my boy connor,1
it is going down it is going down it is going down lil bitch,1
rt persianboi10 yesallmen these hoes am not loyal,1
rt nickcoyne001 guys who tweet shit to get a bunch of favorites are on the same level as hoes,1
g27status them stop being a bitch and do it,1
rt tweetlikeagiri when other girls wear beanies they look cute  stylish but when i wear them i look like a member of a drug cartel who s8230,2
andrewtaran that is a nice color combo too love the blue and yellow,2
what is this the yankees are doing today using those wooden things and making it all the way around the bases weird,2
rt kittykinsx tacos over hoes,1
just cleaned my fingernails with a knife hillbilly shanemoses625,2
rt ramenodicho assyria got hella hoes,1
happy birthday to kto40 love ya bitch128149127881 we were cute back in 2012 and we still are ,1
i will be that laughing my ass off 128513128513128513rt koolassk 1markusa pussy,1
you can masturbate anytime bitch lol 8220greyyygoose i just want some damn alone time fucccckkkkkk lol8221,1
actionlljackson unless bitch is a word for awesome they are wrong,1
why is this bitch throwing condoms laughing my ass off,1
rt lowkeygado pnd vocals so trash laughing my ass off,2
when u see that bitch in 5 months like yea im having a boy   bitch u was twerking on dicc on vday weknow,1
a nicca need a maid str8up,1
karma is a bitch,1
rt thewayoftheid viola davis sans wig is still stuntin on you hoes in the most classically beautiful way htgawm,1
carelessone92 a young nigga turned into mr catchmeifyoucani am in da field my nig wedaopps fukemweball,1
jacobryanbruhn kiss these nuts bitch,1
rt leandr321 i cannot never keep no bitch cause i put them hoze out,1
iraq gov troops were handed a severe defeat by isis at saqlawiya  there is chatter of over 300 soldiers lost  jihadis raving about it,2
good they trash rt jerseyzbest74 niggas ate most of my chips ahoy cookies and the cookies havent been in the house 20 hours yet,1
iitweetyulurk 128514128514128128128128128128128128bitch you outta line,1
ronniemack12 dawg you so trash your momma got charged with littering when she dropped you off for school,2
maniacmind jetlife12 nick504 i said i was from where stop putting words in my mouth that is something a bitch would do,1
well i wish i could shoot the shit wit u bitches but daddy gotta get dis money one,1
